        nu_e/omega_T             omega_r             omega_i            omega1_r            omega1_i            omega2_r            omega2_i
          1025.09986             1.04794            -0.38310             0.00000             0.00000             1.20622            -0.70622
          1027.92772             1.04855            -0.38347             0.00000             0.00000             1.20719            -0.70719
          1030.75558             1.04915            -0.38384             0.00000             0.00000             1.20817            -0.70817
          1033.58345             1.04976            -0.38421             0.00000             0.00000             1.20914            -0.70914
          1036.41131             1.05036            -0.38458             0.00000             0.00000             1.21011            -0.71011
          1039.23917             1.05097            -0.38495             0.00000             0.00000             1.21107            -0.71107
          1042.06703             1.05157            -0.38532             0.00000             0.00000             1.21204            -0.71204
          1044.89489             1.05217            -0.38569             0.00000             0.00000             1.21301            -0.71301
          1047.72275             1.05277            -0.38606             0.00000             0.00000             1.21397            -0.71397
          1050.55062             1.05337            -0.38643             0.00000             0.00000             1.21493            -0.71493
          1053.37848             1.05397            -0.38680             0.00000             0.00000             1.21590            -0.71590
          1056.20634             1.05457            -0.38716             0.00000             0.00000             1.21686            -0.71686
          1059.03420             1.05516            -0.38753             0.00000             0.00000             1.21782            -0.71782
          1061.86206             1.05576            -0.38789             0.00000             0.00000             1.21877            -0.71877
          1064.68992             1.05635            -0.38826             0.00000             0.00000             1.21973            -0.71973
          1067.51779             1.05695            -0.38862             0.00000             0.00000             1.22068            -0.72068
          1070.34565             1.05754            -0.38898             0.00000             0.00000             1.22164            -0.72164
          1073.17351             1.05813            -0.38935             0.00000             0.00000             1.22259            -0.72259
          1076.00137             1.05872            -0.38971             0.00000             0.00000             1.22354            -0.72354
          1078.82923             1.05931            -0.39007             0.00000             0.00000             1.22449            -0.72449
          1081.65710             1.05990            -0.39043             0.00000             0.00000             1.22544            -0.72544
          1084.48496             1.06048            -0.39079             0.00000             0.00000             1.22639            -0.72639
          1087.31282             1.06107            -0.39115             0.00000             0.00000             1.22734            -0.72734
          1090.14068             1.06166            -0.39151             0.00000             0.00000             1.22828            -0.72828
          1092.96854             1.06224            -0.39186             0.00000             0.00000             1.22922            -0.72922
          1095.79640             1.06282            -0.39222             0.00000             0.00000             1.23017            -0.73017
          1098.62427             1.06341            -0.39258             0.00000             0.00000             1.23111            -0.73111
          1101.45213             1.06399            -0.39293             0.00000             0.00000             1.23205            -0.73205
          1104.27999             1.06457            -0.39329             0.00000             0.00000             1.23299            -0.73299
          1107.10785             1.06515            -0.39364             0.00000             0.00000             1.23393            -0.73393
          1109.93571             1.06572            -0.39400             0.00000             0.00000             1.23486            -0.73486
          1112.76357             1.06630            -0.39435             0.00000             0.00000             1.23580            -0.73580
          1115.59144             1.06688            -0.39471             0.00000             0.00000             1.23673            -0.73673
          1118.41930             1.06745            -0.39506             0.00000             0.00000             1.23767            -0.73767
          1121.24716             1.06803            -0.39541             0.00000             0.00000             1.23860            -0.73860
          1124.07502             1.06860            -0.39576             0.00000             0.00000             1.23953            -0.73953
          1126.90288             1.06918            -0.39611             0.00000             0.00000             1.24046            -0.74046
          1129.73074             1.06975            -0.39646             0.00000             0.00000             1.24139            -0.74139
          1132.55861             1.07032            -0.39681             0.00000             0.00000             1.24231            -0.74231
          1135.38647             1.07089            -0.39716             0.00000             0.00000             1.24324            -0.74324
          1138.21433             1.07146            -0.39751             0.00000             0.00000             1.24417            -0.74417
          1141.04219             1.07203            -0.39786             0.00000             0.00000             1.24509            -0.74509
          1143.87005             1.07259            -0.39820             0.00000             0.00000             1.24601            -0.74601
          1146.69791             1.07316            -0.39855             0.00000             0.00000             1.24693            -0.74693
          1149.52578             1.07372            -0.39890             0.00000             0.00000             1.24785            -0.74785
          1152.35364             1.07429            -0.39924             0.00000             0.00000             1.24877            -0.74877
          1155.18150             1.07485            -0.39959             0.00000             0.00000             1.24969            -0.74969
          1158.00936             1.07542            -0.39993             0.00000             0.00000             1.25061            -0.75061
          1160.83722             1.07598            -0.40027             0.00000             0.00000             1.25152            -0.75152
          1163.66508             1.07654            -0.40062             0.00000             0.00000             1.25244            -0.75244
          1166.49295             1.07710            -0.40096             0.00000             0.00000             1.25335            -0.75335
          1169.32081             1.07766            -0.40130             0.00000             0.00000             1.25427            -0.75427
          1172.14867             1.07822            -0.40164             0.00000             0.00000             1.25518            -0.75518
          1174.97653             1.07877            -0.40198             0.00000             0.00000             1.25609            -0.75609
          1177.80439             1.07933            -0.40232             0.00000             0.00000             1.25700            -0.75700
          1180.63225             1.07989            -0.40266             0.00000             0.00000             1.25791            -0.75791
          1183.46012             1.08044            -0.40300             0.00000             0.00000             1.25881            -0.75881
          1186.28798             1.08100            -0.40334             0.00000             0.00000             1.25972            -0.75972
          1189.11584             1.08155            -0.40368             0.00000             0.00000             1.26062            -0.76062
          1191.94370             1.08210            -0.40402             0.00000             0.00000             1.26153            -0.76153
          1194.77156             1.08265            -0.40435             0.00000             0.00000             1.26243            -0.76243
          1197.59942             1.08320            -0.40469             0.00000             0.00000             1.26333            -0.76333
          1200.42729             1.08375            -0.40503             0.00000             0.00000             1.26423            -0.76423
          1203.25515             1.08430            -0.40536             0.00000             0.00000             1.26513            -0.76513
          1206.08301             1.08485            -0.40570             0.00000             0.00000             1.26603            -0.76603
          1208.91087             1.08540            -0.40603             0.00000             0.00000             1.26693            -0.76693
          1211.73873             1.08594            -0.40636             0.00000             0.00000             1.26782            -0.76782
          1214.56659             1.08649            -0.40670             0.00000             0.00000             1.26872            -0.76872
          1217.39446             1.08704            -0.40703             0.00000             0.00000             1.26961            -0.76961
          1220.22232             1.08758            -0.40736             0.00000             0.00000             1.27051            -0.77051
          1223.05018             1.08812            -0.40769             0.00000             0.00000             1.27140            -0.77140
          1225.87804             1.08867            -0.40802             0.00000             0.00000             1.27229            -0.77229
          1228.70590             1.08921            -0.40835             0.00000             0.00000             1.27318            -0.77318
          1231.53376             1.08975            -0.40869             0.00000             0.00000             1.27407            -0.77407
          1234.36163             1.09029            -0.40901             0.00000             0.00000             1.27496            -0.77496
          1237.18949             1.09083            -0.40934             0.00000             0.00000             1.27585            -0.77585
          1240.01735             1.09137            -0.40967             0.00000             0.00000             1.27673            -0.77673
          1242.84521             1.09190            -0.41000             0.00000             0.00000             1.27762            -0.77762
          1245.67307             1.09244            -0.41033             0.00000             0.00000             1.27850            -0.77850
          1248.50093             1.09298            -0.41066             0.00000             0.00000             1.27938            -0.77938
          1251.32880             1.09351            -0.41098             0.00000             0.00000             1.28027            -0.78027
          1254.15666             1.09405            -0.41131             0.00000             0.00000             1.28115            -0.78115
          1256.98452             1.09458            -0.41163             0.00000             0.00000             1.28203            -0.78203
          1259.81238             1.09511            -0.41196             0.00000             0.00000             1.28291            -0.78291
          1262.64024             1.09564            -0.41228             0.00000             0.00000             1.28379            -0.78379
          1265.46810             1.09618            -0.41261             0.00000             0.00000             1.28466            -0.78466
          1268.29597             1.09671            -0.41293             0.00000             0.00000             1.28554            -0.78554
          1271.12383             1.09724            -0.41325             0.00000             0.00000             1.28641            -0.78641
          1273.95169             1.09777            -0.41358             0.00000             0.00000             1.28729            -0.78729
          1276.77955             1.09829            -0.41390             0.00000             0.00000             1.28816            -0.78816
          1279.60741             1.09882            -0.41422             0.00000             0.00000             1.28903            -0.78903
          1282.43527             1.09935            -0.41454             0.00000             0.00000             1.28991            -0.78991
          1285.26314             1.09987            -0.41486             0.00000             0.00000             1.29078            -0.79078
          1288.09100             1.10040            -0.41518             0.00000             0.00000             1.29165            -0.79165
          1290.91886             1.10092            -0.41550             0.00000             0.00000             1.29251            -0.79251
          1293.74672             1.10145            -0.41582             0.00000             0.00000             1.29338            -0.79338
          1296.57458             1.10197            -0.41614             0.00000             0.00000             1.29425            -0.79425
          1299.40244             1.10249            -0.41646             0.00000             0.00000             1.29511            -0.79511
          1302.23031             1.10302            -0.41678             0.00000             0.00000             1.29598            -0.79598
          1305.05817             1.10354            -0.41709             0.00000             0.00000             1.29684            -0.79684
          1307.88603             1.10406            -0.41741             0.00000             0.00000             1.29771            -0.79771
          1310.71389             1.10458            -0.41773             0.00000             0.00000             1.29857            -0.79857
          1313.54175             1.10510            -0.41804             0.00000             0.00000             1.29943            -0.79943
          1316.36962             1.10561            -0.41836             0.00000             0.00000             1.30029            -0.80029
          1319.19748             1.10613            -0.41867             0.00000             0.00000             1.30115            -0.80115
          1322.02534             1.10665            -0.41899             0.00000             0.00000             1.30201            -0.80201
          1324.85320             1.10716            -0.41930             0.00000             0.00000             1.30286            -0.80286
          1327.68106             1.10768            -0.41962             0.00000             0.00000             1.30372            -0.80372
          1330.50892             1.10819            -0.41993             0.00000             0.00000             1.30457            -0.80457
          1333.33679             1.10871            -0.42024             0.00000             0.00000             1.30543            -0.80543
          1336.16465             1.10922            -0.42055             0.00000             0.00000             1.30628            -0.80628
          1338.99251             1.10973            -0.42087             0.00000             0.00000             1.30714            -0.80714
          1341.82037             1.11024            -0.42118             0.00000             0.00000             1.30799            -0.80799
          1344.64823             1.11075            -0.42149             0.00000             0.00000             1.30884            -0.80884
          1347.47609             1.11126            -0.42180             0.00000             0.00000             1.30969            -0.80969
          1350.30396             1.11177            -0.42211             0.00000             0.00000             1.31054            -0.81054
          1353.13182             1.11228            -0.42242             0.00000             0.00000             1.31139            -0.81139
          1355.95968             1.11279            -0.42273             0.00000             0.00000             1.31223            -0.81223
          1358.78754             1.11330            -0.42304             0.00000             0.00000             1.31308            -0.81308
          1361.61540             1.11381            -0.42335             0.00000             0.00000             1.31393            -0.81393
          1364.44326             1.11431            -0.42365             0.00000             0.00000             1.31477            -0.81477
          1367.27113             1.11482            -0.42396             0.00000             0.00000             1.31561            -0.81561
          1370.09899             1.11532            -0.42427             0.00000             0.00000             1.31646            -0.81646
          1372.92685             1.11583            -0.42458             0.00000             0.00000             1.31730            -0.81730
          1375.75471             1.11633            -0.42488             0.00000             0.00000             1.31814            -0.81814
          1378.58257             1.11683            -0.42519             0.00000             0.00000             1.31898            -0.81898
          1381.41043             1.11733            -0.42549             0.00000             0.00000             1.31982            -0.81982
          1384.23830             1.11784            -0.42580             0.00000             0.00000             1.32066            -0.82066
          1387.06616             1.11834            -0.42610             0.00000             0.00000             1.32150            -0.82150
          1389.89402             1.11884            -0.42641             0.00000             0.00000             1.32233            -0.82233
          1392.72188             1.11934            -0.42671             0.00000             0.00000             1.32317            -0.82317
          1395.54974             1.11983            -0.42701             0.00000             0.00000             1.32401            -0.82401
          1398.37760             1.12033            -0.42732             0.00000             0.00000             1.32484            -0.82484
          1401.20547             1.12083            -0.42762             0.00000             0.00000             1.32567            -0.82567
          1404.03333             1.12133            -0.42792             0.00000             0.00000             1.32651            -0.82651
          1406.86119             1.12182            -0.42822             0.00000             0.00000             1.32734            -0.82734
          1409.68905             1.12232            -0.42852             0.00000             0.00000             1.32817            -0.82817
          1412.51691             1.12281            -0.42883             0.00000             0.00000             1.32900            -0.82900
