         0.01000          1.00246          0.09319
         0.02000          1.00278          0.03163
         0.03000          1.00277          0.00083
         0.04000          1.00259          0.01812
         0.05000          1.00232          0.02747
         0.06000          1.00199          0.03263
         0.07000          1.00163          0.03554
         0.08000          1.00126          0.03721
         0.09000          1.00088          0.03817
         0.10000          1.00049          0.03868
         0.11000          1.00010          0.03890
         0.12000          0.99971          0.03890
         0.13000          0.99933          0.03871
         0.14000          0.99894          0.03836
         0.15000          0.99856          0.03786
         0.16000          0.99819          0.03722
         0.17000          0.99783          0.03643
         0.18000          0.99747          0.03552
         0.19000          0.99713          0.03447
         0.20000          0.99680          0.03330
         0.21000          0.99648          0.03200
         0.22000          0.99618          0.03058
         0.23000          0.99589          0.02904
         0.24000          0.99561          0.02742
         0.25000          0.99536          0.02571
         0.26000          0.99512          0.02396
         0.27000          0.99490          0.02218
         0.28000          0.99469          0.02039
         0.29000          0.99451          0.01860
         0.30000          0.99434          0.01680
         0.31000          0.99419          0.01494
         0.32000          0.99407          0.01297
         0.33000          0.99396          0.01082
         0.34000          0.99387          0.00838
         0.35000          0.99382          0.00558
         0.36000          0.99380          0.00233
         0.37000          0.99381          0.00140
         0.38000          0.99387          0.00563
         0.39000          0.99397          0.01030
         0.40000          0.99412          0.01533
         0.41000          0.99432          0.02056
         0.42000          0.99458          0.02581
         0.43000          0.99489          0.03087
         0.44000          0.99524          0.03551
         0.45000          0.99564          0.03953
         0.46000          0.99606          0.04271
         0.47000          0.99651          0.04491
         0.48000          0.99697          0.04602
         0.49000          0.99742          0.04597
         0.50000          0.99787          0.04475
         0.51000          0.99829          0.04242
         0.52000          0.99868          0.03905
         0.53000          0.99903          0.03478
         0.54000          0.99933          0.02975
         0.55000          0.99957          0.02415
         0.56000          0.99975          0.01814
         0.57000          0.99987          0.01190
         0.58000          0.99993          0.00560
         0.59000          0.99992          0.00061
         0.60000          0.99985          0.00660
         0.61000          0.99973          0.01226
         0.62000          0.99956          0.01750
         0.63000          0.99933          0.02226
         0.64000          0.99907          0.02649
         0.65000          0.99877          0.03017
         0.66000          0.99844          0.03329
         0.67000          0.99808          0.03586
         0.68000          0.99770          0.03789
         0.69000          0.99731          0.03941
         0.70000          0.99690          0.04045
         0.71000          0.99649          0.04103
         0.72000          0.99608          0.04120
         0.73000          0.99567          0.04097
         0.74000          0.99527          0.04038
         0.75000          0.99488          0.03945
         0.76000          0.99450          0.03820
         0.77000          0.99414          0.03663
         0.78000          0.99379          0.03475
         0.79000          0.99347          0.03256
         0.80000          0.99317          0.03007
         0.81000          0.99290          0.02727
         0.82000          0.99266          0.02416
         0.83000          0.99245          0.02075
         0.84000          0.99228          0.01705
         0.85000          0.99215          0.01308
         0.86000          0.99206          0.00886
         0.87000          0.99202          0.00443
         0.88000          0.99202          0.00015
         0.89000          0.99207          0.00482
         0.90000          0.99216          0.00952
         0.91000          0.99230          0.01416
         0.92000          0.99249          0.01865
         0.93000          0.99272          0.02292
         0.94000          0.99298          0.02686
         0.95000          0.99329          0.03039
         0.96000          0.99362          0.03344
         0.97000          0.99397          0.03591
         0.98000          0.99435          0.03777
         0.99000          0.99474          0.03896
         1.00000          0.99513          0.03944
         1.01000          0.99552          0.03921
         1.02000          0.99590          0.03826
         1.03000          0.99627          0.03661
         1.04000          0.99661          0.03430
         1.05000          0.99692          0.03137
         1.06000          0.99720          0.02789
         1.07000          0.99744          0.02391
         1.08000          0.99763          0.01953
         1.09000          0.99778          0.01482
         1.10000          0.99788          0.00986
         1.11000          0.99792          0.00475
         1.12000          0.99792          0.00043
         1.13000          0.99786          0.00560
         1.14000          0.99776          0.01068
         1.15000          0.99760          0.01560
         1.16000          0.99740          0.02029
         1.17000          0.99715          0.02470
         1.18000          0.99687          0.02877
         1.19000          0.99654          0.03246
         1.20000          0.99619          0.03573
         1.21000          0.99580          0.03855
         1.22000          0.99540          0.04089
         1.23000          0.99497          0.04274
         1.24000          0.99453          0.04409
         1.25000          0.99408          0.04492
         1.26000          0.99364          0.04524
         1.27000          0.99319          0.04503
         1.28000          0.99275          0.04430
         1.29000          0.99232          0.04307
         1.30000          0.99191          0.04134
         1.31000          0.99152          0.03914
         1.32000          0.99116          0.03648
         1.33000          0.99083          0.03338
         1.34000          0.99053          0.02990
         1.35000          0.99027          0.02605
         1.36000          0.99006          0.02189
         1.37000          0.98989          0.01747
         1.38000          0.98976          0.01285
         1.39000          0.98968          0.00807
         1.40000          0.98965          0.00322
         1.41000          0.98966          0.00165
         1.42000          0.98973          0.00645
         1.43000          0.98984          0.01112
         1.44000          0.98999          0.01559
         1.45000          0.99019          0.01979
         1.46000          0.99042          0.02363
         1.47000          0.99069          0.02708
         1.48000          0.99099          0.03005
         1.49000          0.99131          0.03251
         1.50000          0.99165          0.03442
         1.51000          0.99200          0.03573
         1.52000          0.99237          0.03644
         1.53000          0.99273          0.03651
         1.54000          0.99309          0.03596
         1.55000          0.99343          0.03480
         1.56000          0.99376          0.03303
         1.57000          0.99406          0.03069
         1.58000          0.99434          0.02781
         1.59000          0.99458          0.02445
         1.60000          0.99479          0.02065
         1.61000          0.99495          0.01648
         1.62000          0.99507          0.01199
         1.63000          0.99514          0.00725
         1.64000          0.99517          0.00234
         1.65000          0.99514          0.00268
         1.66000          0.99506          0.00774
         1.67000          0.99494          0.01276
         1.68000          0.99476          0.01767
         1.69000          0.99454          0.02242
         1.70000          0.99427          0.02692
         1.71000          0.99396          0.03114
         1.72000          0.99361          0.03500
         1.73000          0.99323          0.03847
         1.74000          0.99282          0.04150
         1.75000          0.99238          0.04404
         1.76000          0.99192          0.04607
         1.77000          0.99145          0.04756
         1.78000          0.99097          0.04849
         1.79000          0.99049          0.04885
         1.80000          0.99001          0.04863
         1.81000          0.98953          0.04785
         1.82000          0.98907          0.04650
         1.83000          0.98863          0.04460
         1.84000          0.98821          0.04218
         1.85000          0.98783          0.03927
         1.86000          0.98747          0.03591
         1.87000          0.98715          0.03215
         1.88000          0.98688          0.02803
         1.89000          0.98664          0.02361
         1.90000          0.98646          0.01895
         1.91000          0.98632          0.01412
         1.92000          0.98623          0.00919
         1.93000          0.98619          0.00423
         1.94000          0.98619          0.00070
         1.95000          0.98625          0.00551
         1.96000          0.98635          0.01013
         1.97000          0.98649          0.01451
         1.98000          0.98667          0.01856
         1.99000          0.98689          0.02224
         2.00000          0.98714          0.02549
         2.01000          0.98742          0.02825
         2.02000          0.98772          0.03049
         2.03000          0.98804          0.03217
