   0.0000000000000000        1.0000000000000000        1.2000000476837158     
   1.0000000474974513E-003   1.0060357155767705        1.2012006479885273     
   2.0000000949949026E-003   1.0121437333273857        1.2024024494942012     
   3.0000001424923539E-003   1.0183253845435751        1.2036054534025389     
   4.0000001899898052E-003   1.0245820331754520        1.2048096609165446     
   5.0000002374872565E-003   1.0309150768391657        1.2060150732404260     
   6.0000002849847078E-003   1.0373259478620942        1.2072216915795957     
   7.0000003324821591E-003   1.0438161143672176        1.2084295171406723     
   8.0000003799796104E-003   1.0503870813983962        1.2096385511314816     
   9.0000004274770617E-003   1.0570403920883671        1.2108487947610576     
   1.0000000474974513E-002   1.0637776288713601        1.2120602492396444     
   1.1000000522471964E-002   1.0706004147423376        1.2132729157786966     
   1.2000000569969416E-002   1.0775104145649610        1.2144867955908809     
   1.3000000617466867E-002   1.0845093364304983        1.2157018898900773     
   1.4000000664964318E-002   1.0915989330700036        1.2169181998913805     
   1.5000000712461770E-002   1.0987810033222198        1.2181357268111006     
   1.6000000759959221E-002   1.1060573936597871        1.2193544718667648     
   1.7000000807456672E-002   1.1134299997764774        1.2205744362771183     
   1.8000000854954123E-002   1.1209007682383205        1.2217956212621257     
   1.9000000902451575E-002   1.1284716982016432        1.2230180280429721     
   2.0000000949949026E-002   1.1361448432012051        1.2242416578420647     
   2.1000000997446477E-002   1.1439223130117930        1.2254665118830335     
   2.2000001044943929E-002   1.1518062755868159        1.2266925913907327     
   2.3000001092441380E-002   1.1597989590776452        1.2279198975912422     
   2.4000001139938831E-002   1.1679026539376494        1.2291484317118682     
   2.5000001187436283E-002   1.1761197151150966        1.2303781949811450     
   2.6000001234933734E-002   1.1844525643393362        1.2316091886288363     
   2.7000001282431185E-002   1.1929036925049206        1.2328414138859358     
   2.8000001329928637E-002   1.2014756621585989        1.2340748719846690     
   2.9000001377426088E-002   1.2101711100943964        1.2353095641584944     
