        nu_e/omega_T             omega_r             omega_i            omega1_r            omega1_i            omega2_r            omega2_i
           458.98808             1.19174            -0.47057             0.00000             0.00000             1.55833            -1.05833
           460.25077             1.19249            -0.47102             0.00000             0.00000             1.55978            -1.05978
           461.51347             1.19323            -0.47147             0.00000             0.00000             1.56123            -1.06123
           462.77616             1.19397            -0.47192             0.00000             0.00000             1.56268            -1.06268
           464.03885             1.19472            -0.47237             0.00000             0.00000             1.56413            -1.06413
           465.30154             1.19546            -0.47281             0.00000             0.00000             1.56558            -1.06558
           466.56423             1.19619            -0.47326             0.00000             0.00000             1.56702            -1.06702
           467.82692             1.19693            -0.47371             0.00000             0.00000             1.56847            -1.06847
           469.08961             1.19767            -0.47415             0.00000             0.00000             1.56991            -1.06991
           470.35230             1.19840            -0.47459             0.00000             0.00000             1.57135            -1.07135
           471.61499             1.19914            -0.47504             0.00000             0.00000             1.57278            -1.07278
           472.87768             1.19987            -0.47548             0.00000             0.00000             1.57422            -1.07422
           474.14037             1.20060            -0.47592             0.00000             0.00000             1.57565            -1.07565
           475.40306             1.20133            -0.47636             0.00000             0.00000             1.57708            -1.07708
           476.66575             1.20206            -0.47680             0.00000             0.00000             1.57851            -1.07851
           477.92845             1.20279            -0.47724             0.00000             0.00000             1.57994            -1.07994
           479.19114             1.20351            -0.47767             0.00000             0.00000             1.58137            -1.08137
           480.45383             1.20424            -0.47811             0.00000             0.00000             1.58279            -1.08279
           481.71652             1.20496            -0.47855             0.00000             0.00000             1.58421            -1.08421
           482.97921             1.20568            -0.47898             0.00000             0.00000             1.58563            -1.08563
           484.24190             1.20640            -0.47942             0.00000             0.00000             1.58705            -1.08705
           485.50459             1.20712            -0.47985             0.00000             0.00000             1.58847            -1.08847
           486.76728             1.20784            -0.48029             0.00000             0.00000             1.58988            -1.08988
           488.02997             1.20856            -0.48072             0.00000             0.00000             1.59129            -1.09129
           489.29266             1.20928            -0.48115             0.00000             0.00000             1.59271            -1.09271
           490.55535             1.20999            -0.48158             0.00000             0.00000             1.59411            -1.09411
           491.81804             1.21071            -0.48201             0.00000             0.00000             1.59552            -1.09552
           493.08073             1.21142            -0.48244             0.00000             0.00000             1.59693            -1.09693
           494.34342             1.21213            -0.48287             0.00000             0.00000             1.59833            -1.09833
           495.60612             1.21284            -0.48330             0.00000             0.00000             1.59973            -1.09973
           496.86881             1.21355            -0.48372             0.00000             0.00000             1.60113            -1.10113
           498.13150             1.21426            -0.48415             0.00000             0.00000             1.60253            -1.10253
           499.39419             1.21496            -0.48458             0.00000             0.00000             1.60393            -1.10393
           500.65688             1.21567            -0.48500             0.00000             0.00000             1.60532            -1.10532
           501.91957             1.21638            -0.48543             0.00000             0.00000             1.60672            -1.10672
           503.18226             1.21708            -0.48585             0.00000             0.00000             1.60811            -1.10811
           504.44495             1.21778            -0.48627             0.00000             0.00000             1.60950            -1.10950
           505.70764             1.21848            -0.48669             0.00000             0.00000             1.61088            -1.11088
           506.97033             1.21918            -0.48712             0.00000             0.00000             1.61227            -1.11227
           508.23302             1.21988            -0.48754             0.00000             0.00000             1.61365            -1.11365
           509.49571             1.22058            -0.48796             0.00000             0.00000             1.61504            -1.11504
           510.75840             1.22127            -0.48838             0.00000             0.00000             1.61642            -1.11642
           512.02110             1.22197            -0.48879             0.00000             0.00000             1.61780            -1.11780
           513.28379             1.22266            -0.48921             0.00000             0.00000             1.61917            -1.11917
           514.54648             1.22336            -0.48963             0.00000             0.00000             1.62055            -1.12055
           515.80917             1.22405            -0.49005             0.00000             0.00000             1.62192            -1.12192
           517.07186             1.22474            -0.49046             0.00000             0.00000             1.62330            -1.12330
           518.33455             1.22543            -0.49088             0.00000             0.00000             1.62467            -1.12467
           519.59724             1.22612            -0.49129             0.00000             0.00000             1.62604            -1.12604
           520.85993             1.22681            -0.49171             0.00000             0.00000             1.62740            -1.12740
           522.12262             1.22749            -0.49212             0.00000             0.00000             1.62877            -1.12877
           523.38531             1.22818            -0.49253             0.00000             0.00000             1.63013            -1.13013
           524.64800             1.22886            -0.49294             0.00000             0.00000             1.63150            -1.13150
           525.91069             1.22955            -0.49335             0.00000             0.00000             1.63286            -1.13286
           527.17338             1.23023            -0.49377             0.00000             0.00000             1.63422            -1.13422
           528.43607             1.23091            -0.49418             0.00000             0.00000             1.63557            -1.13557
           529.69877             1.23159            -0.49458             0.00000             0.00000             1.63693            -1.13693
           530.96146             1.23227            -0.49499             0.00000             0.00000             1.63828            -1.13828
           532.22415             1.23295            -0.49540             0.00000             0.00000             1.63964            -1.13964
           533.48684             1.23362            -0.49581             0.00000             0.00000             1.64099            -1.14099
           534.74953             1.23430            -0.49621             0.00000             0.00000             1.64234            -1.14234
           536.01222             1.23498            -0.49662             0.00000             0.00000             1.64368            -1.14368
           537.27491             1.23565            -0.49703             0.00000             0.00000             1.64503            -1.14503
           538.53760             1.23632            -0.49743             0.00000             0.00000             1.64638            -1.14638
           539.80029             1.23699            -0.49783             0.00000             0.00000             1.64772            -1.14772
           541.06298             1.23767            -0.49824             0.00000             0.00000             1.64906            -1.14906
           542.32567             1.23833            -0.49864             0.00000             0.00000             1.65040            -1.15040
           543.58836             1.23900            -0.49904             0.00000             0.00000             1.65174            -1.15174
           544.85105             1.23967            -0.49944             0.00000             0.00000             1.65308            -1.15308
           546.11375             1.24034            -0.49984             0.00000             0.00000             1.65441            -1.15441
           547.37644             1.24100            -0.50024             0.00000             0.00000             1.65574            -1.15574
           548.63913             1.24167            -0.50064             0.00000             0.00000             1.65708            -1.15708
           549.90182             1.24233            -0.50104             0.00000             0.00000             1.65841            -1.15841
           551.16451             1.24300            -0.50144             0.00000             0.00000             1.65974            -1.15974
           552.42720             1.24366            -0.50184             0.00000             0.00000             1.66106            -1.16106
           553.68989             1.24432            -0.50224             0.00000             0.00000             1.66239            -1.16239
           554.95258             1.24498            -0.50263             0.00000             0.00000             1.66372            -1.16372
           556.21527             1.24564            -0.50303             0.00000             0.00000             1.66504            -1.16504
           557.47796             1.24629            -0.50342             0.00000             0.00000             1.66636            -1.16636
           558.74065             1.24695            -0.50382             0.00000             0.00000             1.66768            -1.16768
           560.00334             1.24761            -0.50421             0.00000             0.00000             1.66900            -1.16900
           561.26603             1.24826            -0.50461             0.00000             0.00000             1.67032            -1.17032
           562.52872             1.24892            -0.50500             0.00000             0.00000             1.67163            -1.17163
           563.79142             1.24957            -0.50539             0.00000             0.00000             1.67295            -1.17295
           565.05411             1.25022            -0.50578             0.00000             0.00000             1.67426            -1.17426
           566.31680             1.25087            -0.50617             0.00000             0.00000             1.67557            -1.17557
           567.57949             1.25152            -0.50656             0.00000             0.00000             1.67688            -1.17688
           568.84218             1.25217            -0.50695             0.00000             0.00000             1.67819            -1.17819
           570.10487             1.25282            -0.50734             0.00000             0.00000             1.67950            -1.17950
           571.36756             1.25347            -0.50773             0.00000             0.00000             1.68080            -1.18080
           572.63025             1.25411            -0.50812             0.00000             0.00000             1.68210            -1.18210
           573.89294             1.25476            -0.50851             0.00000             0.00000             1.68341            -1.18341
           575.15563             1.25540            -0.50890             0.00000             0.00000             1.68471            -1.18471
           576.41832             1.25605            -0.50928             0.00000             0.00000             1.68601            -1.18601
           577.68101             1.25669            -0.50967             0.00000             0.00000             1.68731            -1.18731
           578.94370             1.25733            -0.51005             0.00000             0.00000             1.68860            -1.18860
           580.20640             1.25797            -0.51044             0.00000             0.00000             1.68990            -1.18990
           581.46909             1.25861            -0.51082             0.00000             0.00000             1.69119            -1.19119
           582.73178             1.25925            -0.51121             0.00000             0.00000             1.69249            -1.19249
           583.99447             1.25989            -0.51159             0.00000             0.00000             1.69378            -1.19378
           585.25716             1.26053            -0.51197             0.00000             0.00000             1.69507            -1.19507
           586.51985             1.26116            -0.51235             0.00000             0.00000             1.69636            -1.19636
           587.78254             1.26180            -0.51273             0.00000             0.00000             1.69764            -1.19764
           589.04523             1.26243            -0.51312             0.00000             0.00000             1.69893            -1.19893
           590.30792             1.26307            -0.51350             0.00000             0.00000             1.70021            -1.20021
           591.57061             1.26370            -0.51388             0.00000             0.00000             1.70150            -1.20150
           592.83330             1.26433            -0.51425             0.00000             0.00000             1.70278            -1.20278
           594.09599             1.26496            -0.51463             0.00000             0.00000             1.70406            -1.20406
           595.35868             1.26559            -0.51501             0.00000             0.00000             1.70534            -1.20534
           596.62137             1.26622            -0.51539             0.00000             0.00000             1.70661            -1.20661
           597.88407             1.26685            -0.51577             0.00000             0.00000             1.70789            -1.20789
           599.14676             1.26748            -0.51614             0.00000             0.00000             1.70916            -1.20916
           600.40945             1.26811            -0.51652             0.00000             0.00000             1.71044            -1.21044
           601.67214             1.26873            -0.51689             0.00000             0.00000             1.71171            -1.21171
           602.93483             1.26936            -0.51727             0.00000             0.00000             1.71298            -1.21298
           604.19752             1.26998            -0.51764             0.00000             0.00000             1.71425            -1.21425
           605.46021             1.27060            -0.51802             0.00000             0.00000             1.71552            -1.21552
           606.72290             1.27123            -0.51839             0.00000             0.00000             1.71679            -1.21679
           607.98559             1.27185            -0.51876             0.00000             0.00000             1.71805            -1.21805
           609.24828             1.27247            -0.51913             0.00000             0.00000             1.71931            -1.21931
           610.51097             1.27309            -0.51951             0.00000             0.00000             1.72058            -1.22058
           611.77366             1.27371            -0.51988             0.00000             0.00000             1.72184            -1.22184
           613.03635             1.27433            -0.52025             0.00000             0.00000             1.72310            -1.22310
           614.29905             1.27494            -0.52062             0.00000             0.00000             1.72436            -1.22436
           615.56174             1.27556            -0.52099             0.00000             0.00000             1.72562            -1.22562
           616.82443             1.27618            -0.52136             0.00000             0.00000             1.72687            -1.22687
           618.08712             1.27679            -0.52173             0.00000             0.00000             1.72813            -1.22813
           619.34981             1.27741            -0.52209             0.00000             0.00000             1.72938            -1.22938
           620.61250             1.27802            -0.52246             0.00000             0.00000             1.73063            -1.23063
           621.87519             1.27863            -0.52283             0.00000             0.00000             1.73189            -1.23189
           623.13788             1.27924            -0.52320             0.00000             0.00000             1.73314            -1.23314
           624.40057             1.27985            -0.52356             0.00000             0.00000             1.73438            -1.23438
           625.66326             1.28046            -0.52393             0.00000             0.00000             1.73563            -1.23563
           626.92595             1.28107            -0.52429             0.00000             0.00000             1.73688            -1.23688
           628.18864             1.28168            -0.52466             0.00000             0.00000             1.73812            -1.23812
           629.45133             1.28229            -0.52502             0.00000             0.00000             1.73937            -1.23937
           630.71402             1.28290            -0.52539             0.00000             0.00000             1.74061            -1.24061
