        nu_e/omega_T             omega_r             omega_i            omega1_r            omega1_i            omega2_r            omega2_i
          1116.11958             0.64093            -0.11745             0.00000             0.00000             1.25150            -0.75150
          1118.89255             0.64109            -0.11757             0.00000             0.00000             1.25243            -0.75243
          1121.66552             0.64125            -0.11769             0.00000             0.00000             1.25336            -0.75336
          1124.43848             0.64142            -0.11781             0.00000             0.00000             1.25429            -0.75429
          1127.21145             0.64158            -0.11793             0.00000             0.00000             1.25522            -0.75522
          1129.98442             0.64174            -0.11805             0.00000             0.00000             1.25615            -0.75615
          1132.75739             0.64190            -0.11817             0.00000             0.00000             1.25708            -0.75708
          1135.53036             0.64207            -0.11828             0.00000             0.00000             1.25800            -0.75800
          1138.30332             0.64223            -0.11840             0.00000             0.00000             1.25893            -0.75893
          1141.07629             0.64239            -0.11852             0.00000             0.00000             1.25985            -0.75985
          1143.84926             0.64255            -0.11864             0.00000             0.00000             1.26077            -0.76077
          1146.62223             0.64271            -0.11876             0.00000             0.00000             1.26169            -0.76169
          1149.39519             0.64287            -0.11887             0.00000             0.00000             1.26262            -0.76262
          1152.16816             0.64303            -0.11899             0.00000             0.00000             1.26353            -0.76353
          1154.94113             0.64319            -0.11911             0.00000             0.00000             1.26445            -0.76445
          1157.71410             0.64335            -0.11923             0.00000             0.00000             1.26537            -0.76537
          1160.48707             0.64351            -0.11934             0.00000             0.00000             1.26629            -0.76629
          1163.26003             0.64367            -0.11946             0.00000             0.00000             1.26720            -0.76720
          1166.03300             0.64383            -0.11958             0.00000             0.00000             1.26812            -0.76812
          1168.80597             0.64399            -0.11969             0.00000             0.00000             1.26903            -0.76903
          1171.57894             0.64415            -0.11981             0.00000             0.00000             1.26994            -0.76994
          1174.35191             0.64431            -0.11993             0.00000             0.00000             1.27085            -0.77085
          1177.12487             0.64447            -0.12004             0.00000             0.00000             1.27176            -0.77176
          1179.89784             0.64463            -0.12016             0.00000             0.00000             1.27267            -0.77267
          1182.67081             0.64478            -0.12027             0.00000             0.00000             1.27358            -0.77358
          1185.44378             0.64494            -0.12039             0.00000             0.00000             1.27448            -0.77448
          1188.21675             0.64510            -0.12050             0.00000             0.00000             1.27539            -0.77539
          1190.98971             0.64526            -0.12062             0.00000             0.00000             1.27629            -0.77629
          1193.76268             0.64541            -0.12073             0.00000             0.00000             1.27719            -0.77719
          1196.53565             0.64557            -0.12085             0.00000             0.00000             1.27810            -0.77810
          1199.30862             0.64573            -0.12096             0.00000             0.00000             1.27900            -0.77900
          1202.08159             0.64588            -0.12108             0.00000             0.00000             1.27990            -0.77990
          1204.85455             0.64604            -0.12119             0.00000             0.00000             1.28080            -0.78080
          1207.62752             0.64620            -0.12131             0.00000             0.00000             1.28170            -0.78170
          1210.40049             0.64635            -0.12142             0.00000             0.00000             1.28259            -0.78259
          1213.17346             0.64651            -0.12153             0.00000             0.00000             1.28349            -0.78349
          1215.94642             0.64666            -0.12165             0.00000             0.00000             1.28438            -0.78438
          1218.71939             0.64682            -0.12176             0.00000             0.00000             1.28528            -0.78528
          1221.49236             0.64697            -0.12187             0.00000             0.00000             1.28617            -0.78617
          1224.26533             0.64713            -0.12199             0.00000             0.00000             1.28706            -0.78706
          1227.03830             0.64728            -0.12210             0.00000             0.00000             1.28795            -0.78795
          1229.81126             0.64744            -0.12221             0.00000             0.00000             1.28884            -0.78884
          1232.58423             0.64759            -0.12232             0.00000             0.00000             1.28973            -0.78973
          1235.35720             0.64775            -0.12244             0.00000             0.00000             1.29062            -0.79062
          1238.13017             0.64790            -0.12255             0.00000             0.00000             1.29151            -0.79151
          1240.90314             0.64806            -0.12266             0.00000             0.00000             1.29239            -0.79239
          1243.67610             0.64821            -0.12277             0.00000             0.00000             1.29328            -0.79328
          1246.44907             0.64836            -0.12288             0.00000             0.00000             1.29416            -0.79416
          1249.22204             0.64852            -0.12300             0.00000             0.00000             1.29504            -0.79504
          1251.99501             0.64867            -0.12311             0.00000             0.00000             1.29593            -0.79593
          1254.76798             0.64882            -0.12322             0.00000             0.00000             1.29681            -0.79681
          1257.54094             0.64897            -0.12333             0.00000             0.00000             1.29769            -0.79769
          1260.31391             0.64913            -0.12344             0.00000             0.00000             1.29856            -0.79857
          1263.08688             0.64928            -0.12355             0.00000             0.00000             1.29944            -0.79944
          1265.85985             0.64943            -0.12366             0.00000             0.00000             1.30032            -0.80032
          1268.63281             0.64958            -0.12377             0.00000             0.00000             1.30120            -0.80120
          1271.40578             0.64973            -0.12388             0.00000             0.00000             1.30207            -0.80207
          1274.17875             0.64989            -0.12399             0.00000             0.00000             1.30295            -0.80295
          1276.95172             0.65004            -0.12410             0.00000             0.00000             1.30382            -0.80382
          1279.72469             0.65019            -0.12421             0.00000             0.00000             1.30469            -0.80469
          1282.49765             0.65034            -0.12432             0.00000             0.00000             1.30556            -0.80556
          1285.27062             0.65049            -0.12443             0.00000             0.00000             1.30643            -0.80643
          1288.04359             0.65064            -0.12454             0.00000             0.00000             1.30730            -0.80730
          1290.81656             0.65079            -0.12465             0.00000             0.00000             1.30817            -0.80817
          1293.58953             0.65094            -0.12476             0.00000             0.00000             1.30904            -0.80904
          1296.36249             0.65109            -0.12487             0.00000             0.00000             1.30991            -0.80991
          1299.13546             0.65124            -0.12498             0.00000             0.00000             1.31077            -0.81077
          1301.90843             0.65139            -0.12509             0.00000             0.00000             1.31164            -0.81164
          1304.68140             0.65154            -0.12519             0.00000             0.00000             1.31250            -0.81250
          1307.45437             0.65169            -0.12530             0.00000             0.00000             1.31336            -0.81336
          1310.22733             0.65184            -0.12541             0.00000             0.00000             1.31422            -0.81422
          1313.00030             0.65199            -0.12552             0.00000             0.00000             1.31509            -0.81509
          1315.77327             0.65214            -0.12563             0.00000             0.00000             1.31595            -0.81595
          1318.54624             0.65228            -0.12573             0.00000             0.00000             1.31681            -0.81681
          1321.31920             0.65243            -0.12584             0.00000             0.00000             1.31766            -0.81766
          1324.09217             0.65258            -0.12595             0.00000             0.00000             1.31852            -0.81852
          1326.86514             0.65273            -0.12606             0.00000             0.00000             1.31938            -0.81938
          1329.63811             0.65288            -0.12616             0.00000             0.00000             1.32023            -0.82023
          1332.41108             0.65302            -0.12627             0.00000             0.00000             1.32109            -0.82109
          1335.18404             0.65317            -0.12638             0.00000             0.00000             1.32194            -0.82194
          1337.95701             0.65332            -0.12648             0.00000             0.00000             1.32280            -0.82280
          1340.72998             0.65347            -0.12659             0.00000             0.00000             1.32365            -0.82365
          1343.50295             0.65361            -0.12670             0.00000             0.00000             1.32450            -0.82450
          1346.27592             0.65376            -0.12680             0.00000             0.00000             1.32535            -0.82535
          1349.04888             0.65391            -0.12691             0.00000             0.00000             1.32620            -0.82620
          1351.82185             0.65405            -0.12701             0.00000             0.00000             1.32705            -0.82705
          1354.59482             0.65420            -0.12712             0.00000             0.00000             1.32790            -0.82790
          1357.36779             0.65435            -0.12723             0.00000             0.00000             1.32874            -0.82874
          1360.14076             0.65449            -0.12733             0.00000             0.00000             1.32959            -0.82959
          1362.91372             0.65464            -0.12744             0.00000             0.00000             1.33043            -0.83043
          1365.68669             0.65478            -0.12754             0.00000             0.00000             1.33128            -0.83128
          1368.45966             0.65493            -0.12765             0.00000             0.00000             1.33212            -0.83212
          1371.23263             0.65507            -0.12775             0.00000             0.00000             1.33296            -0.83296
          1374.00559             0.65522            -0.12786             0.00000             0.00000             1.33381            -0.83381
          1376.77856             0.65536            -0.12796             0.00000             0.00000             1.33465            -0.83465
          1379.55153             0.65551            -0.12807             0.00000             0.00000             1.33549            -0.83549
          1382.32450             0.65565            -0.12817             0.00000             0.00000             1.33633            -0.83633
          1385.09747             0.65580            -0.12827             0.00000             0.00000             1.33716            -0.83717
