        nu_e/omega_T             omega_r             omega_i            omega1_r            omega1_i            omega2_r            omega2_i
           137.60285             1.97224            -0.93244             0.00000             0.00000             3.08693            -2.58693
           137.88569             1.97335            -0.93309             0.00000             0.00000             3.08959            -2.58959
           138.16853             1.97445            -0.93374             0.00000             0.00000             3.09224            -2.59224
           138.45138             1.97556            -0.93438             0.00000             0.00000             3.09489            -2.59490
           138.73422             1.97666            -0.93503             0.00000             0.00000             3.09754            -2.59754
           139.01706             1.97776            -0.93567             0.00000             0.00000             3.10019            -2.60019
           139.29990             1.97886            -0.93631             0.00000             0.00000             3.10283            -2.60283
           139.58275             1.97995            -0.93695             0.00000             0.00000             3.10548            -2.60548
           139.86559             1.98105            -0.93759             0.00000             0.00000             3.10811            -2.60811
           140.14843             1.98214            -0.93823             0.00000             0.00000             3.11075            -2.61075
           140.43127             1.98323            -0.93887             0.00000             0.00000             3.11338            -2.61338
           140.71412             1.98432            -0.93951             0.00000             0.00000             3.11601            -2.61601
           140.99696             1.98541            -0.94015             0.00000             0.00000             3.11864            -2.61864
           141.27980             1.98650            -0.94079             0.00000             0.00000             3.12127            -2.62127
